,_Accel 10,Accel 25,Accel 50,Accel 75,Accel 90,Accel Ave,bearingRate 10,bearingRate 25,bearingRate 50,bearingRate 75,bearingRate 90,bearingRate ave,Cluster,Distance Traveled,F1,Jerk 10,Jerk 25,Jerk 50,Jerk 75,Jerk 90,Jerk Ave,Last Lat,Last Long,Number of Records,Speed 10,Speed 25,Speed 50,Speed 75,Speed 90,Speed Ave,Start Lat,Start Long,Time Traveled,final_location_cluster
0,-5.506305117999999,-0.8197479120000001,0.002439871,0.43859835399999997,1.9677079519999998,-0.47709546399999997,2.69e-06,9.4e-06,2.2800000000000002e-05,5.539999999999999e-05,0.000106876,7.35e-05,1,4.85813,0,-2.870219472,-0.257609043,0.035496028,0.5373713170000001,4.305528308,0.14547949400000001,39.975233,116.3314,1,2.2480370780000003,2.990701299,5.036995673,9.585008286,17.887024399999998,9.098423687,39.970376,116.399556,32.53333334,0
1,-0.6069745360000001,-0.164879735,-0.000201755,0.146160992,0.60600175,-0.017835845,2.28e-06,1.1e-05,2.47e-05,8.759999999999999e-05,0.000535894,0.000362911,2,2.465622,0,-0.23736550399999998,-0.04541749,0.002505749,0.069851001,0.318621036,0.006451297,39.9910016,116.2980633,1,1.405008241,2.1707989469999998,2.618638729,3.553204084,7.507439357000001,3.67044288,39.990739899999994,116.2980683,215.85,1
2,-0.425226854,-0.134063827,-0.01555204,0.07113485900000001,0.26544908,-0.068634572,6.64e-06,1.36e-05,4.02e-05,9.4e-05,0.000664368,0.00023600799999999998,2,0.762343,0,-0.075772652,-0.016848263,0.001131915,0.041363332999999995,0.13507216,0.009752826,39.9905183,116.2972616,1,1.308555723,1.831679111,2.177278944,2.9181582169999998,3.671134042,2.583672681,39.9835766,116.3035116,166.1833332,1
3,-0.278568403,-0.08967551300000001,-0.000381151,0.068579986,0.25809699,-0.024083737999999997,2.15e-06,4.57e-06,1.7899999999999998e-05,4.7e-05,0.000881272,0.00030619400000000003,2,5.863134,0,-0.085463253,-0.030059507000000003,-8.23e-06,0.023467641,0.096566706,0.012523165,39.9805249,116.33657659999999,1,0.751882449,1.58723918,1.9854006519999998,2.925903363,19.57465183,4.879825963,39.9910099,116.2983933,228.3833333,0
4,-1.431516297,-0.484001694,-0.044496769000000005,0.281599898,1.148086729,-0.137499124,6.72e-06,1.57e-05,4.26e-05,0.00010968200000000001,0.000624148,0.00054205,2,13.289549,0,-0.48527392700000005,-0.121600582,0.000148961,0.182823016,0.532026849,0.029650522000000002,39.990285,116.2939899,1,1.991870604,3.3933643260000004,5.781604706,10.93077454,21.78961317,9.32671691,39.9905749,116.2978983,202.33333340000001,1
5,-0.824627914,-0.12500784,-0.005872542,0.125711471,0.501143863,-0.103109819,2.28e-06,6.82e-06,1.8100000000000003e-05,8.809999999999999e-05,0.000894613,0.0007545410000000001,1,6.517367,0,-0.387093505,-0.03784307,0.000100918,0.026934891000000002,0.13745010800000002,-0.012728285,39.9844833,116.34620490000002,1,2.252590907,2.647798382,3.217262438,10.94758434,23.49335325,8.152661298,39.9309566,116.2982433,43.76666678,-1
6,-0.767235845,-0.264130748,-0.002111698,0.171272504,0.640749735,-0.10877642400000001,8.88e-06,2.18e-05,5.8200000000000005e-05,0.00021937400000000002,0.001293806,0.000566532,2,6.779813000000001,0,-0.218992379,-0.061084687,0.000137999,0.092429701,0.27076403600000004,0.031149322000000004,39.9897566,116.298955,1,0.845576952,1.612529986,3.033718528,6.693375078,11.40192599,5.467752381,39.992065000000004,116.2984116,294.08333339999996,1
7,-1.6334415269999998,-0.727194972,0.001170197,0.283218614,0.9119101909999999,-0.111200644,2.28e-06,1.57e-05,8.39e-05,0.000996419,0.005336996,0.001186552,5,7.1158600000000005,0,-0.49780804100000003,-0.056825424000000006,0.00017952099999999998,0.081017351,0.425924529,0.016279588,40.003136600000005,116.2787483,1,0.751794408,2.1830940269999997,18.35041109,31.87921927,64.81121114,22.59338894,39.99049829999999,116.2981399,154.2500001,-1
8,-1.50718693,-0.394380722,0.012366334,0.368202084,0.953327136,0.046486992000000005,2.28e-06,6.85e-06,1.7800000000000002e-05,3.8e-05,0.00010503,0.000762192,0,4.065544,0,-0.38130708399999996,-0.102007181,-0.012870583,0.110464511,0.36467195399999996,-0.058162810999999995,39.99047,116.29853500000002,1,2.7504751610000002,5.542561758,19.02658363,23.84881442,33.84098805,17.13390944,39.945454999999995,116.2672733,14.866666699999998,1
9,-0.450690419,-0.182729705,-0.023580016000000002,0.055809904,0.288707538,-0.092071729,4.57e-06,1.1400000000000001e-05,2.6899999999999997e-05,7.609999999999999e-05,0.0008745939999999999,0.000322072,0,5.869294,0,-0.10791605300000001,-0.02877103,-1.28e-05,0.038138896,0.09378973,0.006793255,39.9910133,116.29753659999999,1,0.886104667,1.716390048,2.43143882,5.408403269,38.43050323,9.279704152999999,39.9827649,116.38763329999999,71.73333332,1
10,-0.879518859,-0.10612691699999999,-0.019008058,0.30513687,0.38361505799999995,-0.093661879,8.54e-06,2.8999999999999997e-05,6.27e-05,9.85e-05,0.000146482,7.190000000000001e-05,1,0.038363,0,-0.190817105,-0.048959865,0.000863608,0.157276417,0.460910427,0.145021338,39.9897283,116.2992033,1,2.429714379,2.882883676,3.1521584710000004,3.629518239,4.523462251000001,3.439918945,39.98971160000001,116.2996949,0.600000046,1
